0	-62.82679596
0.009	-63.7565313
0.018	-17.42826664
0.027	-39.95000197
0.036	-32.19273731
0.045	20.96352736
0.054	15.86879202
0.063	33.65305668
0.072	-45.47367865
0.081	25.48458601
0.09	-57.12814933
0.099	-12.49788466
0.108	15.29538
0.117	-4.347355334
0.126	11.32790933
0.135	-48.44182601
0.144	50.88143866
0.153	-36.12729668
0.162	-43.18803202
0.171	-58.02376735
0.18	-3.419502688
0.189	27.10876198
0.198	12.48702664
0.207	-9.264708697
0.216	7.732555967
0.225	-56.57717937
0.234	-23.26091471
0.243	-10.92765004
0.252	52.55861462
0.261	-28.73112071
0.27	-9.62385605
0.279	-48.51759139
0.288	-32.25232672
0.297	-59.70706206
0.306	37.6332026
0.315	3.083467269
0.324	-22.10126807
0.333	-13.2360034
0.342	-39.97473874
0.351	-40.15447408
0.36	-60.31620941
0.369	-65.57094475
0.378	21.95631991
0.387	-74.90141542
0.396	-32.64815076
0.405	-21.72788609
0.414	-43.71262143
0.423	-3.103356766
0.432	48.5149079
0.441	0.881172561
0.45	-41.35356278
0.459	-82.89229811
0.468	2.632966553
0.477	-18.42276878
0.486	10.38949588
0.495	27.77976054
0.504	20.72002521
0.513	-12.75771013
0.522	-51.29344546
0.531	-0.872180801
0.54	-31.50791614
0.549	66.85034853
0.558	11.49561319
0.567	-27.50512215
0.576	5.633142518
0.585	-7.629592819
0.594	-19.40832815
0.603	22.93393651
0.612	26.36520117
0.621	-31.29553416
0.63	22.2537305
0.639	-4.021004836
0.648	32.65625983
0.657	43.86252449
0.666	18.73178916
0.675	57.30305382
0.684	16.03231848
0.693	11.93958315
0.702	69.83184781
0.711	14.54811247
0.72	-34.56862286
0.729	43.1816418
0.738	-61.61209353
0.747	35.28117113
0.756	-18.57256421
0.765	32.11670046
0.774	4.608965121
0.783	38.87222978
0.792	3.911494448
0.801	-47.63624089
0.81	4.733023776
0.819	51.74028844
0.828	53.3315531
0.837	51.52581777
0.846	3.285082431
0.855	60.69434709
0.864	1.210611758
0.873	48.18287642
0.882	-28.03085891
0.891	22.15840575
0.9	46.66267041
0.909	11.21893508
0.918	28.44919974
0.927	51.5774644
0.936	36.61672907
0.945	-2.455006268
0.954	45.6962584
0.963	-16.64747694
0.972	79.28078772
0.981	24.74805239
0.99	-25.78168295
0.999	-11.37541829
1.008	-2.099153622
1.017	-2.242888958
1.026	37.91937571
1.035	6.40764037
1.044	30.30490503
1.053	39.1161697
1.062	21.65343436
1.071	24.90669902
1.08	9.248963689
1.089	20.00822835
1.098	4.905493016
1.107	65.54975768
1.116	36.13002234
1.125	41.06228701
1.134	-24.78444833
1.143	-14.66818367
1.152	36.647081
1.161	34.59134566
1.17	-43.10538967
1.179	-21.92512501
1.188	17.80713965
1.197	31.82040432
1.206	-13.54333102
1.215	41.73993365
1.224	27.85219831
1.233	2.703462973
1.242	56.28872764
1.251	47.4759923
1.26	33.46325696
1.269	15.37452163
1.278	69.28178629
1.287	22.75605096
1.296	99.57731562
1.305	61.68458028
1.314	21.64784495
1.323	29.60110961
1.332	45.86537427
1.341	37.67963894
1.35	80.7369036
1.359	42.23716827
1.368	-27.34556707
1.377	54.06869759
1.386	12.95896226
1.395	26.47122692
1.404	-6.130508416
1.413	-2.913243752
1.422	9.741020912
1.431	49.65228558
1.44	55.87255024
1.449	32.9228149
1.458	261.4720796
1.467	463.4443442
1.476	535.5996089
1.485	603.3408736
1.494	625.2541382
1.503	661.9834029
1.512	602.4826675
1.521	696.7479322
1.53	616.4231969
1.539	635.2434615
1.548	648.6307262
1.557	623.9119909
1.566	613.5092555
1.575	548.4125202
1.584	634.8497849
1.593	546.1600495
1.602	640.8193142
1.611	598.2615789
1.62	614.9558435
1.629	541.0301082
1.638	589.7353728
1.647	599.6366375
1.656	499.9379022
1.665	495.9341668
1.674	591.7894315
1.683	603.9436962
1.692	599.2789608
1.701	533.9502255
1.71	591.8784902
1.719	581.3507548
1.728	581.6180195
1.737	517.7202841
1.746	558.7755488
1.755	513.4658135
1.764	453.8750781
1.773	494.5723428
1.782	500.4176075
1.791	489.4958721
1.8	477.6101368
1.809	495.7514015
1.818	504.2416661
1.827	494.9469308
1.836	422.2011954
1.845	412.2624601
1.854	443.2557248
1.863	560.5599894
1.872	487.7962541
1.881	475.0345188
1.89	437.2487834
1.899	427.0430481
1.908	431.5293128
1.917	447.3465774
1.926	459.6978421
1.935	422.8771067
1.944	491.2793714
1.953	425.4866361
1.962	394.6009007
1.971	396.7271654
1.98	454.9064301
1.989	403.0366947
1.998	476.4789594
2.007	351.5782241
2.016	352.8824887
2.025	364.0537534
2.034	312.112018
2.043	390.7922827
2.052	394.3125474
2.061	388.878812
2.07	319.3320767
2.079	309.7513414
2.088	369.485606
2.097	387.2868707
2.106	291.6091354
2.115	307.2484
2.124	229.7666647
2.133	269.7319293
2.142	204.188194
2.151	188.7814587
